id,subject,body,label
8830,Parabéns pelo trabalho,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8831,Solicitação de relatório,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8832,Felicitações,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8833,Dúvida sobre o sistema,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8834,Agradecimento,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8835,Dúvida sobre o sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8836,Reconhecimento de esforço,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8837,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8838,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8839,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8840,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8841,Confirmação de entrega de projeto,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8842,Agradecimento,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8843,Atualização de contrato,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8844,Desejo de sucesso,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8845,Agendamento de reunião técnica,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8846,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8847,Atualização de contrato,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8848,Parabéns pelo trabalho,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8849,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8850,Felicitações,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8851,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8852,Reconhecimento de esforço,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8853,Ticket pendente,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8854,Desejo de sucesso,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8855,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8856,Mensagem de boas-vindas,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8857,Confirmação de entrega de projeto,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8858,Convite para confraternização,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8859,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8860,Felicitações,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8861,Atualização de contrato,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8862,Agradecimento,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8863,Agendamento de reunião técnica,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8864,Desejo de sucesso,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8865,Solicitação de suporte,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8866,Desejo de sucesso,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8867,Agendamento de reunião técnica,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8868,Parabéns pelo trabalho,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8869,Atualização de contrato,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8870,Agradecimento,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8871,Solicitação de suporte,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8872,Elogio ao time,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8873,Erro no sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8874,Agradecimento,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8875,Dúvida sobre o sistema,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8876,Convite para confraternização,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8877,Atualização de contrato,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8878,Felicitações,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8879,Ticket pendente,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8880,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8881,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8882,Mensagem motivacional,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8883,Problema de acesso,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8884,Convite para confraternização,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8885,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8886,Felicitações,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8887,Dúvida sobre o sistema,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8888,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8889,Solicitação de suporte,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8890,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8891,Dúvida sobre o sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8892,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8893,Erro no sistema,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8894,Convite para confraternização,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8895,Confirmação de entrega de projeto,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8896,Desejo de sucesso,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8897,Solicitação de suporte,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8898,Parabéns pelo trabalho,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8899,Agendamento de reunião técnica,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8900,Mensagem de boas-vindas,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8901,Atualização de contrato,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8902,Mensagem de boas-vindas,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8903,Problema de acesso,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8904,Convite para confraternização,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8905,Solicitação de suporte,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8906,Boas festas,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8907,Solicitação de relatório,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8908,Mensagem motivacional,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8909,Problema de acesso,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8910,Parabéns pelo trabalho,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8911,Dúvida sobre o sistema,"Favor revisar os dados de cadastro, há divergências no endereço informado.",Produtivo
8912,Convite para confraternização,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8913,Agendamento de reunião técnica,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8914,Elogio ao time,Envio uma mensagem de motivação para mantermos a energia positiva.,Improdutivo
8915,Erro no sistema,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8916,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8917,Solicitação de suporte,"Estou enfrentando dificuldade ao acessar o sistema, aparece erro 502. Podem verificar?",Produtivo
8918,Reconhecimento de esforço,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8919,Solicitação de relatório,"O sistema está apresentando lentidão, principalmente no módulo financeiro.",Produtivo
8920,Desejo de sucesso,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8921,Pedido de alteração cadastral,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8922,Desejo de sucesso,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8923,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8924,Boas festas,Parabéns pelo aniversário! Que seja um dia especial.,Improdutivo
8925,Atualização de contrato,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8926,Reconhecimento de esforço,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8927,Dúvida sobre o sistema,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
8928,Convite para confraternização,Desejo muito sucesso a todos nos próximos desafios.,Improdutivo
8929,Solicitação de relatório,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8930,Boas festas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8931,Problema de acesso,"Há um problema na emissão de notas fiscais eletrônicas, poderiam verificar?",Produtivo
8932,Agradecimento,"Seja bem-vindo à equipe, desejamos muito sucesso nessa nova jornada.",Improdutivo
8933,Pedido de alteração cadastral,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8934,Elogio ao time,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8935,Problema de acesso,Gostaria de agendar uma reunião técnica para discutir os próximos passos do projeto.,Produtivo
8936,Mensagem de boas-vindas,Desejo a todos um ótimo Natal e um próspero Ano Novo.,Improdutivo
8937,Atualização de contrato,Preciso confirmar se a entrega do projeto está dentro do prazo estipulado.,Produtivo
8938,Reconhecimento de esforço,Parabéns a todos pelo excelente resultado obtido no último trimestre.,Improdutivo
8939,Atualização de contrato,"O cliente retornou com mais informações, precisamos atualizar o chamado.",Produtivo
8940,Boas festas,"Estamos organizando uma confraternização na sexta-feira, sua presença será muito bem-vinda.",Improdutivo
8941,Problema de acesso,Poderiam me ajudar a gerar o relatório de vendas do último mês?,Produtivo
8942,Boas festas,Reconhecemos o esforço da equipe e agradecemos pela dedicação.,Improdutivo
8943,Solicitação de relatório,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8944,Reconhecimento de esforço,O trabalho do time foi fundamental para alcançarmos essa meta.,Improdutivo
8945,Agendamento de reunião técnica,"Segue em anexo a versão revisada do contrato, preciso de um retorno até sexta-feira.",Produtivo
8946,Reconhecimento de esforço,Quero agradecer pelo apoio no projeto concluído semana passada.,Improdutivo
8947,Agendamento de reunião técnica,"Preciso de suporte para redefinir minha senha, não consigo entrar na plataforma.",Produtivo
